Barcode number,Company,Brand,Manufacturer,Rating,Category,Criticism,Praise,Category names
,,HP,,F,166,"Misleading labelling, Nanoparticles in baby formula, Palm oil sourcing, 12/100 in KnowTheChain Benchmark, 4/27 in pesticides scorecard, 0.3% in CF Marketing Index, Supply chain practices in China, D+ grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 13.8% in Human Rights Benchmark, Access to Nutrition rating, 18.5% in Gender Benchmark, Tier 5 in farm animal welfare rankings, Fined for wheat price manipulation, Part ownership by Berkshire Hathaway, Excessive CEO pay, $62m accounting fraud settlement","4/5 for packaging performance, CDP Climate Change score of B, Palm oil rating - WAZA, CDP Water Security score of B, 100% on Corporate Equality Index",Tomato/BBQ Sauce
,,Rosella,,B,166,none,5/5 for packaging performance,Tomato/BBQ Sauce
,,Beerenberg,,B,166,none,3/5 for packaging performance,Tomato/BBQ Sauce
,,MON,,?,166,none,none,Tomato/BBQ Sauce
,,Three Threes,,B,166,none,5/5 for packaging performance,Tomato/BBQ Sauce
,,Ozesauce,,?,166,none,none,Tomato/BBQ Sauce
,,Masterfoods,,C,166,"Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Animal Testing, Tier 6 in farm animal welfare rankings, Supply chain practices in China, Palm oil from illegal sources, Deforestation in Africa, D grade in Keep Forests Standing report, 6/27 in pesticides scorecard, Exploitative purchasing practices, 7.5/20 in Social Benchmark","4/5 for packaging performance, Renewable energy use, Modern Slavery disclosure quality, CDP Climate Change score of A-, Palm oil rating - WAZA, Palm oil scorecard - WWF, CDP Water Security score of A-, CDP Forests score of B, 61.5% in Forest 500 Rankings, Green Power Partner, Access to Nutrition rating, 100% on Corporate Equality Index",Tomato/BBQ Sauce
,,Fountain,,F,166,"Misleading labelling, Nanoparticles in baby formula, Palm oil sourcing, 12/100 in KnowTheChain Benchmark, 4/27 in pesticides scorecard, 0.3% in CF Marketing Index, Supply chain practices in China, D+ grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 13.8% in Human Rights Benchmark, Access to Nutrition rating, 18.5% in Gender Benchmark, Tier 5 in farm animal welfare rankings, Fined for wheat price manipulation, Part ownership by Berkshire Hathaway, Excessive CEO pay, $62m accounting fraud settlement","4/5 for packaging performance, CDP Climate Change score of B, Palm oil rating - WAZA, CDP Water Security score of B, 100% on Corporate Equality Index",Tomato/BBQ Sauce
,,Heinz,,F,166,"Misleading labelling, Nanoparticles in baby formula, Palm oil sourcing, 12/100 in KnowTheChain Benchmark, 4/27 in pesticides scorecard, 0.3% in CF Marketing Index, Supply chain practices in China, D+ grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 13.8% in Human Rights Benchmark, Access to Nutrition rating, 18.5% in Gender Benchmark, Tier 5 in farm animal welfare rankings, Fined for wheat price manipulation, Part ownership by Berkshire Hathaway, Excessive CEO pay, $62m accounting fraud settlement","4/5 for packaging performance, CDP Climate Change score of B, Palm oil rating - WAZA, CDP Water Security score of B, 100% on Corporate Equality Index",Tomato/BBQ Sauce
,,McCormick,,C,166,"9.2% in Human Rights Benchmark, 6/100 in KnowTheChain Benchmark, Supply chain practices in China, D- grade in Plastic Promises Scorecard, 5/20 in Social Benchmark, CEO Pay Ratio of 269:1","4/5 for packaging performance, CDP Climate Change score of A-, 83.7/100 in Newsweek rankings, CDP Forests score of B, Palm oil rating - WAZA, CDP Water Security score of B, JUST Capital ranking, Global 100",Tomato/BBQ Sauce
,,Colway,,D,166,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Tomato/BBQ Sauce
,,F. Whitlock & Sons,,F,166,"Misleading labelling, Nanoparticles in baby formula, Palm oil sourcing, 12/100 in KnowTheChain Benchmark, 4/27 in pesticides scorecard, 0.3% in CF Marketing Index, Supply chain practices in China, D+ grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 13.8% in Human Rights Benchmark, Access to Nutrition rating, 18.5% in Gender Benchmark, Tier 5 in farm animal welfare rankings, Fined for wheat price manipulation, Part ownership by Berkshire Hathaway, Excessive CEO pay, $62m accounting fraud settlement","4/5 for packaging performance, CDP Climate Change score of B, Palm oil rating - WAZA, CDP Water Security score of B, 100% on Corporate Equality Index",Tomato/BBQ Sauce
,,Colgate,,F,215,"Price fixing in Australia, Palm oil sourcing, Delaying action on plastic pollution, 34.9% in conflict minerals rankings, Supply chain practices in China, Palm oil sourcing, D grade in Keep Forests Standing report, Palm oil rating - WAZA, Plastic pollution, 6.5/20 in Social Benchmark, Animal Testing, CEO Pay Ratio of 367:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 86.5/100 in Newsweek rankings, JUST Capital ranking, CDP Forests score of B, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 77/100 S&P Global ESG Score",Toothbrush
,,Macleans,,C,215,"Fined for misleading customers, Part owned by Pfizer, which has criticisms","3/5 for packaging performance, Palm oil scorecard - WWF, CDP Climate Change score of B, CDP Forests score of B-, CDP Water Security score of B, 67/100 S&P Global ESG Score, 67/100 in TIME rankings",Toothbrush
,,Oral B,,F,215,"Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, F grade for tissue sourcing, Animal Testing, Labour abuses in Malaysia, Unsustainable palm oil use, 5/18 in Net Zero scorecard, Palm oil sourcing, D+ grade in Plastic Promises Scorecard, 42.5% in conflict minerals rankings, $8m benzene settlement, 5.5/20 in Social Benchmark, CEO Pay Ratio of 273:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Forests score of A-, Green Power Partner, 84/100 in Newsweek rankings, JUST Capital ranking, 60.1% in Forest 500 Rankings, Palm oil rating - WAZA, Palm oil scorecard - WWF, 100% on Corporate Equality Index, CDP Water Security score of B",Toothbrush
,,Reach,,C,215,"Animal Testing, Palm oil rating - WAZA, Forced labour in China","CDP Climate Change score of A-, 83/100 S&P Global ESG Score, CDP Water Security score of B, 53/100 in TIME rankings, CDP Climate Change score of A-, 84/100 in Solar Scorecard",Toothbrush
,,Tek,,C,215,"Animal Testing, Palm oil rating - WAZA, Forced labour in China","CDP Climate Change score of A-, 83/100 S&P Global ESG Score, CDP Water Security score of B, 53/100 in TIME rankings, CDP Climate Change score of A-, 84/100 in Solar Scorecard",Toothbrush
,,White Glo,,?,215,none,none,Toothbrush
,,Spin Brush,,C,215,"Animal Testing, Supply chain practices in China, Unsustainable palm oil use, Palm oil rating - WAZA, D+ grade in Plastic Promises Scorecard, 28/100 S&P Global ESG Score, $2.5m benzene settlement","4/5 for packaging performance, CDP Climate Change score of A-, Green Power Partner, 80.7/100 in Newsweek rankings, CDP Forests score of B, CDP Water Security score of B, 63/100 in TIME rankings",Toothbrush
,,Dentitex,,D,215,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Toothbrush
,,Hello,,F,215,"Price fixing in Australia, Palm oil sourcing, Delaying action on plastic pollution, 34.9% in conflict minerals rankings, Supply chain practices in China, Palm oil sourcing, D grade in Keep Forests Standing report, Palm oil rating - WAZA, Plastic pollution, 6.5/20 in Social Benchmark, Animal Testing, CEO Pay Ratio of 367:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 86.5/100 in Newsweek rankings, JUST Capital ranking, CDP Forests score of B, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 77/100 S&P Global ESG Score",Toothbrush
,,Colgate,,F,216,"Price fixing in Australia, Palm oil sourcing, Delaying action on plastic pollution, 34.9% in conflict minerals rankings, Supply chain practices in China, Palm oil sourcing, D grade in Keep Forests Standing report, Palm oil rating - WAZA, Plastic pollution, 6.5/20 in Social Benchmark, Animal Testing, CEO Pay Ratio of 367:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 86.5/100 in Newsweek rankings, JUST Capital ranking, CDP Forests score of B, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 77/100 S&P Global ESG Score",Mouthwash
,,Listerine,,F,216,"Animal Testing, Palm oil rating - WAZA, Fined over talc dangers, 25/100 S&P Global ESG Score",3/5 for packaging performance,Mouthwash
,,Dentyl,,?,216,none,none,Mouthwash
,,Sensodyne,,C,216,"Fined for misleading customers, Part owned by Pfizer, which has criticisms","3/5 for packaging performance, Palm oil scorecard - WWF, CDP Climate Change score of B, CDP Forests score of B-, CDP Water Security score of B, 67/100 S&P Global ESG Score, 67/100 in TIME rankings",Mouthwash
,,Oral B,,F,216,"Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, F grade for tissue sourcing, Animal Testing, Labour abuses in Malaysia, Unsustainable palm oil use, 5/18 in Net Zero scorecard, Palm oil sourcing, D+ grade in Plastic Promises Scorecard, 42.5% in conflict minerals rankings, $8m benzene settlement, 5.5/20 in Social Benchmark, CEO Pay Ratio of 273:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Forests score of A-, Green Power Partner, 84/100 in Newsweek rankings, JUST Capital ranking, 60.1% in Forest 500 Rankings, Palm oil rating - WAZA, Palm oil scorecard - WWF, 100% on Corporate Equality Index, CDP Water Security score of B",Mouthwash
,,Ultrafresh,,C,216,"Animal Testing, Supply chain practices in China, Unsustainable palm oil use, Palm oil rating - WAZA, D+ grade in Plastic Promises Scorecard, 28/100 S&P Global ESG Score, $2.5m benzene settlement","4/5 for packaging performance, CDP Climate Change score of A-, Green Power Partner, 80.7/100 in Newsweek rankings, CDP Forests score of B, CDP Water Security score of B, 63/100 in TIME rankings",Mouthwash
,,Biotene,,C,216,"Fined for misleading customers, Part owned by Pfizer, which has criticisms","3/5 for packaging performance, Palm oil scorecard - WWF, CDP Climate Change score of B, CDP Forests score of B-, CDP Water Security score of B, 67/100 S&P Global ESG Score, 67/100 in TIME rankings",Mouthwash
,,Macleans,,C,216,"Fined for misleading customers, Part owned by Pfizer, which has criticisms","3/5 for packaging performance, Palm oil scorecard - WWF, CDP Climate Change score of B, CDP Forests score of B-, CDP Water Security score of B, 67/100 S&P Global ESG Score, 67/100 in TIME rankings",Mouthwash
,,Grants,,B,216,none,5/5 for packaging performance,Mouthwash
,,Dentitex,,D,216,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Mouthwash
,,Hello,,F,216,"Price fixing in Australia, Palm oil sourcing, Delaying action on plastic pollution, 34.9% in conflict minerals rankings, Supply chain practices in China, Palm oil sourcing, D grade in Keep Forests Standing report, Palm oil rating - WAZA, Plastic pollution, 6.5/20 in Social Benchmark, Animal Testing, CEO Pay Ratio of 367:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 86.5/100 in Newsweek rankings, JUST Capital ranking, CDP Forests score of B, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 77/100 S&P Global ESG Score",Mouthwash
,,Colgate,,F,217,"Price fixing in Australia, Palm oil sourcing, Delaying action on plastic pollution, 34.9% in conflict minerals rankings, Supply chain practices in China, Palm oil sourcing, D grade in Keep Forests Standing report, Palm oil rating - WAZA, Plastic pollution, 6.5/20 in Social Benchmark, Animal Testing, CEO Pay Ratio of 367:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 86.5/100 in Newsweek rankings, JUST Capital ranking, CDP Forests score of B, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 77/100 S&P Global ESG Score",Dental Floss
,,Oral B,,F,217,"Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, F grade for tissue sourcing, Animal Testing, Labour abuses in Malaysia, Unsustainable palm oil use, 5/18 in Net Zero scorecard, Palm oil sourcing, D+ grade in Plastic Promises Scorecard, 42.5% in conflict minerals rankings, $8m benzene settlement, 5.5/20 in Social Benchmark, CEO Pay Ratio of 273:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Forests score of A-, Green Power Partner, 84/100 in Newsweek rankings, JUST Capital ranking, 60.1% in Forest 500 Rankings, Palm oil rating - WAZA, Palm oil scorecard - WWF, 100% on Corporate Equality Index, CDP Water Security score of B",Dental Floss
,,Reach,,C,217,"Animal Testing, Palm oil rating - WAZA, Forced labour in China","CDP Climate Change score of A-, 83/100 S&P Global ESG Score, CDP Water Security score of B, 53/100 in TIME rankings, CDP Climate Change score of A-, 84/100 in Solar Scorecard",Dental Floss
,,Sensodyne,,C,217,"Fined for misleading customers, Part owned by Pfizer, which has criticisms","3/5 for packaging performance, Palm oil scorecard - WWF, CDP Climate Change score of B, CDP Forests score of B-, CDP Water Security score of B, 67/100 S&P Global ESG Score, 67/100 in TIME rankings",Dental Floss
,,Piksters,,?,217,none,none,Dental Floss
,,Nicorette,,F,218,"Animal Testing, Palm oil rating - WAZA, Fined over talc dangers, 25/100 S&P Global ESG Score",3/5 for packaging performance,Quit Smoking
,,Nicotinell,,F,218,"JUST Capital ranking, 28/100 S&P Global ESG Score",none,Quit Smoking
,,Nicabate,,C,218,"Fined for misleading customers, Part owned by Pfizer, which has criticisms","3/5 for packaging performance, Palm oil scorecard - WWF, CDP Climate Change score of B, CDP Forests score of B-, CDP Water Security score of B, 67/100 S&P Global ESG Score, 67/100 in TIME rankings",Quit Smoking
,,Nicaway,,F,218,"JUST Capital ranking, 28/100 S&P Global ESG Score",none,Quit Smoking
,,Aussie Bodies,,F,219,"Supply chain practices in China, Part owned by Govt of China, Price fixing in China, 20/100 S&P Global ESG Score",4/5 for packaging performance,Sports Nutrition
,,Musashi,,F,219,"Supply chain practices in China, Part owned by Govt of China, Price fixing in China, 20/100 S&P Global ESG Score",4/5 for packaging performance,Sports Nutrition
,,Nature's Way,,D,219,Nanoparticles in baby formula,none,Sports Nutrition
,,Winners,,?,219,none,none,Sports Nutrition
,,BSC,,D,219,10/100 S&P Global ESG Score,none,Sports Nutrition
,,Gym,,?,219,none,none,Sports Nutrition
,,Swisse,,D,219,"Palm oil rating - WAZA, 20.4% in BMS Marketing Index",3/5 for packaging performance,Sports Nutrition
,,Body,,D,219,10/100 S&P Global ESG Score,none,Sports Nutrition
,,Crankt,,B,219,none,4/5 for packaging performance,Sports Nutrition
,,Muscle Milk,,C,219,"Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Top 10 Corporate Criminal of 2017, 36.5% in conflict minerals rankings, Supply chain practices in China, Palm oil from illegal sources, D grade in Keep Forests Standing report, Palm oil sourcing, D+ grade in Plastic Promises Scorecard, Water use in India, 17/100 in KnowTheChain Benchmark, CEO Pay Ratio of 543:1","CDP Climate Change score of A-, 16/18 in Net Zero scorecard, Green Power Partner, CDP Water Security score of A, JUST Capital ranking, 61.2% in Forest 500 Rankings, CDP Forests score of B, Climate policy engagement, Palm oil rating - WAZA, Palm oil scorecard - WWF, 100% on Corporate Equality Index, 40.1% in Human Rights Benchmark, Access to Nutrition rating, 13.5/20 in Social Benchmark, 43.4% in Food and Agriculture Benchmark, 37.8% in Nature Benchmark",Sports Nutrition
,,Essential Health,,D,219,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Sports Nutrition
,,Balance,,F,219,"Supply chain practices in China, Part owned by Govt of China, Price fixing in China, 20/100 S&P Global ESG Score",4/5 for packaging performance,Sports Nutrition
,,Vital Strength,,B,219,none,4/5 for packaging performance,Sports Nutrition
,,Uprotein,,B,219,none,4/5 for packaging performance,Sports Nutrition
,,Quest,,B,219,none,Palm oil rating - WAZA,Sports Nutrition
,,Optimum Nutrition,,F,219,"12/100 S&P Global ESG Score, Supporting greyhound racing",none,Sports Nutrition
,,IsoWhey,,B,219,none,5/5 for packaging performance,Sports Nutrition
,,Vitalife,,B,219,none,4/5 for packaging performance,Sports Nutrition
,,Keep it Cleaner,,A,219,none,"Certified B Corporation, Certified B Corporation",Sports Nutrition
,,Clif Bar,,F,219,"F grade in Plastic Promises Scorecard, $10.5m health claims settlement, $12m health claims settlement, Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, Tier 6 in farm animal welfare rankings, Palm oil from illegal sources, Deforestation in Africa, Supply chain practices in China, 34.5% in Forest 500 Rankings, Palm oil sourcing, Palm oil rating - WAZA, Chocolate scorecard, 23/100 in KnowTheChain Benchmark, 7/27 in pesticides scorecard, Exploitative purchasing practices, Tax avoidance, Fined for wheat price manipulation, CEO Pay Ratio of 502:1, Fined for anti-competitive behaviour","CDP Climate Change Score of A-, Green Power Partner, Rainforest Alliance honouree, CDP Climate Change score of A-, CDP Forests score of B-, 100% on Corporate Equality Index, Access to Nutrition rating, 13.5/20 in Social Benchmark, 70.1/100 in Newsweek rankings, 74/100 S&P Global ESG Score, 42.4% in Food and Agriculture Benchmark, 30.7% in Nature Benchmark",Sports Nutrition
,,Athena,,F,219,"Supply chain practices in China, Part owned by Govt of China, Price fixing in China, 20/100 S&P Global ESG Score",4/5 for packaging performance,Sports Nutrition
,,Aurora,,B,220,none,3/5 for packaging performance,Pasta
,,Barilla,,F,220,"F grade in Plastic Promises Scorecard, 6/20 in Social Benchmark, 24.7% in Food and Agriculture Benchmark, 17.9% in Nature Benchmark","4/5 for packaging performance, CDP Water Security score of B",Pasta
,,Buontempo,,C,220,Palm oil rating - WAZA,"3/5 for packaging performance, GM-Free brands",Pasta
,,Casalare,,?,220,none,none,Pasta
,,Da Vinci,,?,220,none,none,Pasta
,,Divella,,?,220,none,none,Pasta
,,Golden Pasta,,B,220,none,3/5 for packaging performance,Pasta
,,Nanda,,?,220,none,none,Pasta
,,Orgran,,C,220,Palm oil rating - WAZA,"3/5 for packaging performance, GM-Free brands",Pasta
,,San Remo,,D,220,Palm oil rating - WAZA,3/5 for packaging performance,Pasta
,,Vetta,,?,220,none,none,Pasta
,,Zafarelli,,D,220,Palm oil rating - WAZA,3/5 for packaging performance,Pasta
,,Guzzi's,,B,220,none,3/5 for packaging performance,Pasta
,,Rinoldi,,?,220,none,none,Pasta
,,Garofalo,,F,220,"9.4% in Forest 500 Rankings, CDP Climate Change score of D, 4.5/20 in Social Benchmark, 14.6% in Food and Agriculture Benchmark, 13.4% in Nature Benchmark",none,Pasta
,,Remano,,D,220,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Pasta
,,L'Abruzzese,,?,220,none,none,Pasta
,,Cucina Matese,,D,220,"0.75/10 in Deforestation Scorecard, 1.5/5 for plastic use, D grade in 2021 Ethical Fashion Report, No COVID Fashion Commitments, Chocolate scorecard, High free range stocking densities, Underpaying workers, Misleading conduct, Tier 5 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, Palm oil rating - WAZA, 39.1% in Human Rights Benchmark, Modern Slavery disclosure quality, 40% in Gender Benchmark, 13/20 in Social Benchmark, 42.6% in Food and Agriculture Benchmark",Pasta
,,Curash,,C,221,"Animal Testing, Supply chain practices in China, Unsustainable palm oil use, Palm oil rating - WAZA, D+ grade in Plastic Promises Scorecard, 28/100 S&P Global ESG Score, $2.5m benzene settlement","4/5 for packaging performance, CDP Climate Change score of A-, Green Power Partner, 80.7/100 in Newsweek rankings, CDP Forests score of B, CDP Water Security score of B, 63/100 in TIME rankings",Baby Toiletries
,,Huggies,,D,221,"Misleading claims, 36.5% in Forest 500 Rankings, Palm oil rating - WAZA, Supply chain practices in China, D+ grade in Plastic Promises Scorecard, D grade for tissue sourcing, 49.3% in conflict minerals rankings, $20m flushable wipe settlement in USA, CEO Pay Ratio of 341:1, 29/100 S&P Global ESG Score","4/5 for packaging performance, 84.4/100 in Newsweek rankings, CDP Climate Change score of B, CDP Forests score of B, Green Power Partner, CDP Water Security score of B, JUST Capital ranking",Baby Toiletries
,,Johnson's,,F,221,"Animal Testing, Palm oil rating - WAZA, Fined over talc dangers, 25/100 S&P Global ESG Score",3/5 for packaging performance,Baby Toiletries
,,Gaia,,?,221,none,none,Baby Toiletries
,,Milton,,?,221,none,none,Baby Toiletries
,,Amolin,,C,221,"Roundup settlements, Producing unsafe birth control pills, Bee-harming pesticides, Animal Testing, Supply chain practices in China, Palm oil rating - WAZA, $17m drug safety violation settlement, $52m environmental violations settlement, Fined for weedkiller damage, Fined $10m for using a banned pesticide","4/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 44.9% in Nature Benchmark, 56.1% in Food and Agriculture Benchmark, CDP Forests score of B, Access to Seeds Index, Access to Medicine ranking, 13/20 in Social Benchmark",Baby Toiletries
,,Aveeno,,F,221,"Animal Testing, Palm oil rating - WAZA, Fined over talc dangers, 25/100 S&P Global ESG Score",3/5 for packaging performance,Baby Toiletries
,,Naty,,C,221,10/100 S&P Global ESG Score,Product certifications,Baby Toiletries
,,Sudocrem,,D,221,"$4.35b opioid settlement, Supply chain practices in China, 7/20 in Social Benchmark, $135m fraud settlement in USA","CDP Climate Change score of A-, CDP Water Security score of B, 68/100 in TIME rankings",Baby Toiletries
,,Bepanthen,,C,221,"Roundup settlements, Producing unsafe birth control pills, Bee-harming pesticides, Animal Testing, Supply chain practices in China, Palm oil rating - WAZA, $17m drug safety violation settlement, $52m environmental violations settlement, Fined for weedkiller damage, Fined $10m for using a banned pesticide","4/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 44.9% in Nature Benchmark, 56.1% in Food and Agriculture Benchmark, CDP Forests score of B, Access to Seeds Index, Access to Medicine ranking, 13/20 in Social Benchmark",Baby Toiletries
,,Wotnot,,?,221,none,none,Baby Toiletries
,,ecostore,,A,221,none,"Toitu carbonzero certified, Cruelty free company, Certified B Corporation, 4/5 for packaging performance, Environmark Diamond certified, Palm oil rating - WAZA",Baby Toiletries
,,Desitin,,F,221,"Animal Testing, Palm oil rating - WAZA, Fined over talc dangers, 25/100 S&P Global ESG Score",3/5 for packaging performance,Baby Toiletries
,,Rite Aid,,B,221,none,4/5 for packaging performance,Baby Toiletries
,,Infacol,,D,221,"$4.35b opioid settlement, Supply chain practices in China, 7/20 in Social Benchmark, $135m fraud settlement in USA","CDP Climate Change score of A-, CDP Water Security score of B, 68/100 in TIME rankings",Baby Toiletries
,,Vicks,,F,221,"Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, F grade for tissue sourcing, Animal Testing, Labour abuses in Malaysia, Unsustainable palm oil use, 5/18 in Net Zero scorecard, Palm oil sourcing, D+ grade in Plastic Promises Scorecard, 42.5% in conflict minerals rankings, $8m benzene settlement, 5.5/20 in Social Benchmark, CEO Pay Ratio of 273:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Forests score of A-, Green Power Partner, 84/100 in Newsweek rankings, JUST Capital ranking, 60.1% in Forest 500 Rankings, Palm oil rating - WAZA, Palm oil scorecard - WWF, 100% on Corporate Equality Index, CDP Water Security score of B",Baby Toiletries
,,Baby Balsam,,F,221,"Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, F grade for tissue sourcing, Animal Testing, Labour abuses in Malaysia, Unsustainable palm oil use, 5/18 in Net Zero scorecard, Palm oil sourcing, D+ grade in Plastic Promises Scorecard, 42.5% in conflict minerals rankings, $8m benzene settlement, 5.5/20 in Social Benchmark, CEO Pay Ratio of 273:1","3/5 for packaging performance, CDP Climate Change score of A-, CDP Forests score of A-, Green Power Partner, 84/100 in Newsweek rankings, JUST Capital ranking, 60.1% in Forest 500 Rankings, Palm oil rating - WAZA, Palm oil scorecard - WWF, 100% on Corporate Equality Index, CDP Water Security score of B",Baby Toiletries
,,Nappy Sacks,,?,221,none,none,Baby Toiletries
,,Bonjela,,D,221,"Palm oil sourcing, 5.8% in BMS Marketing Index, Animal Testing, Supply chain practices in China, Palm oil sourcing, Palm oil rating - WAZA, Misleading advertising","3/5 for packaging performance, CDP Climate Change score of A-, 86/100 S&P Global ESG Score, 13.5/20 in Social Benchmark, 34.2% in Nature Benchmark",Baby Toiletries
,,Milk,,?,221,none,none,Baby Toiletries
,,Brauer,,?,221,none,none,Baby Toiletries
,,Euky Bear,,B,221,none,4/5 for packaging performance,Baby Toiletries
,,Nature's Care,,?,221,none,none,Baby Toiletries
,,Weleda,,B,221,none,"Certified B Corporation, Sustainable Beauty Award winner, Certified microplastic-free products, Palm oil rating - WAZA",Baby Toiletries
,,Thankyou,,A,221,none,"5/5 for packaging performance, Social Traders certified, Carbon neutral company",Baby Toiletries
,,Cetaphil,,D,221,Palm oil rating - WAZA,none,Baby Toiletries
,,Little Bodies,,?,221,none,none,Baby Toiletries
,,The Baby Goat,,?,221,none,none,Baby Toiletries
,,Petite Planet,,F,221,"Animal Testing, Palm oil rating - WAZA, Fined over talc dangers, 25/100 S&P Global ESG Score",3/5 for packaging performance,Baby Toiletries
,,CUB,,D,221,"0.75/10 in Deforestation Scorecard, 1.5/5 for plastic use, D grade in 2021 Ethical Fashion Report, No COVID Fashion Commitments, Chocolate scorecard, High free range stocking densities, Underpaying workers, Misleading conduct, Tier 5 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, Palm oil rating - WAZA, 39.1% in Human Rights Benchmark, Modern Slavery disclosure quality, 40% in Gender Benchmark, 13/20 in Social Benchmark, 42.6% in Food and Agriculture Benchmark",Baby Toiletries
,,Avo Baby,,?,221,none,none,Baby Toiletries
,,Jack N' Jill,,B,221,none,Cruelty free and vegan company,Baby Toiletries
,,Happy Baby,,F,223,"Financing extreme fossil fuels, Financing cluster munitions producers, 2/20 in Social Benchmark, Managing climate risks, Insuring fossil fuels, 12.6% in Financial System Benchmark","CDP Climate Change score of B, 64/100 S&P Global ESG Score",Baby Accessories
